reserva_id,solicitud_id,cliente_id,artista_id,fecha_reserva,fecha_agendada,horario_preferido,monto_final_clp,abono_clp,saldo_por_cobrar_clp,estado_pago
BOOK-0621,RES-0621,CLI-0602,ART-001,2026-05-22,2026-06-05,fin de semana,200000,50000,150000,abono recibido
BOOK-0622,RES-0622,CLI-0603,ART-004,2026-05-20,2026-05-23,fin de semana,120000,35000,85000,pagado
BOOK-0623,RES-0623,CLI-0604,ART-004,2026-06-11,2026-06-26,manana,115000,35000,80000,pagado
BOOK-0624,RES-0624,CLI-0605,ART-002,2026-06-05,2026-06-16,manana,250000,55000,195000,pagado
BOOK-0627,RES-0627,CLI-0608,ART-004,2026-06-08,2026-06-26,manana,90000,30000,60000,pagado
BOOK-0628,RES-0628,CLI-0609,ART-002,2026-05-15,2026-05-21,fin de semana,190000,50000,140000,abono recibido
BOOK-0631,RES-0631,CLI-0612,ART-005,2026-05-28,2026-06-02,tarde,95000,25000,70000,pagado
BOOK-0638,RES-0638,CLI-0618,ART-001,2026-05-19,2026-06-23,mediodia,240000,55000,185000,abono recibido
BOOK-0639,RES-0639,CLI-0619,ART-001,2026-06-07,2026-06-24,manana,195000,50000,145000,pagado
BOOK-0640,RES-0640,CLI-0620,ART-003,2026-06-02,2026-06-11,fin de semana,180000,50000,130000,pagado
BOOK-0641,RES-0641,CLI-0621,ART-002,2026-06-11,2026-06-17,tarde,290000,65000,225000,pagado
BOOK-0644,RES-0644,CLI-0624,ART-001,2026-05-22,2026-05-26,fin de semana,40000,15000,25000,pagado
BOOK-0650,RES-0650,CLI-0630,ART-006,2026-06-18,2026-06-23,mediodia,80000,25000,55000,abono recibido
BOOK-0651,RES-0651,CLI-0036,ART-003,2026-05-25,2026-05-29,fin de semana,230000,45000,185000,pagado
BOOK-0652,RES-0652,CLI-0631,ART-001,2026-05-18,2026-05-22,fin de semana,45000,15000,30000,pagado
BOOK-0658,RES-0658,CLI-0636,ART-002,2026-05-28,2026-06-02,tarde,55000,20000,35000,pagado
BOOK-0660,RES-0660,CLI-0638,ART-001,2026-06-09,2026-06-12,mediodia,85000,25000,60000,pagado
BOOK-0661,RES-0661,CLI-0639,ART-005,2026-06-17,2026-06-20,manana,40000,15000,25000,pagado
BOOK-0663,RES-0663,CLI-0641,ART-001,2026-05-22,2026-06-06,fin de semana,235000,50000,185000,pagado
BOOK-0668,RES-0668,CLI-0646,ART-006,2026-05-17,2026-06-13,fin de semana,295000,65000,230000,abono recibido
BOOK-0669,RES-0669,CLI-0647,ART-002,2026-05-21,2026-05-26,fin de semana,60000,20000,40000,abono recibido
BOOK-0670,RES-0670,CLI-0648,ART-001,2026-05-22,2026-05-27,tarde,40000,15000,25000,abono recibido
BOOK-0672,RES-0672,CLI-0650,ART-003,2026-05-27,2026-06-02,mediodia,40000,15000,25000,abono recibido
BOOK-0677,RES-0677,CLI-0655,ART-002,2026-06-18,2026-06-23,fin de semana,80000,30000,50000,pagado
BOOK-0679,RES-0679,CLI-0657,ART-004,2026-05-15,2026-05-20,fin de semana,190000,55000,135000,abono recibido
BOOK-0683,RES-0683,CLI-0661,ART-002,2026-06-02,2026-06-05,manana,80000,30000,50000,pagado
BOOK-0691,RES-0691,CLI-0669,ART-006,2026-05-15,2026-05-19,tarde,40000,15000,25000,pagado
BOOK-0693,RES-0693,CLI-0671,ART-001,2026-06-16,2026-06-25,tarde,90000,30000,60000,abono recibido
BOOK-0695,RES-0695,CLI-0673,ART-001,2026-06-10,2026-06-18,fin de semana,40000,15000,25000,pagado
BOOK-0696,RES-0696,CLI-0674,ART-002,2026-06-01,2026-06-25,manana,165000,50000,115000,abono recibido
BOOK-0697,RES-0697,CLI-0675,ART-006,2026-05-25,2026-05-28,tarde,45000,15000,30000,pagado
BOOK-0698,RES-0698,CLI-0676,ART-002,2026-06-10,2026-06-26,tarde,310000,65000,245000,pagado
BOOK-0699,RES-0699,CLI-0677,ART-005,2026-05-20,2026-05-23,tarde,50000,20000,30000,pagado
BOOK-0700,RES-0700,CLI-0678,ART-002,2026-06-17,2026-06-25,tarde,215000,45000,170000,pagado
BOOK-0704,RES-0704,CLI-0682,ART-002,2026-05-24,2026-06-27,mediodia,265000,55000,210000,pagado
BOOK-0708,RES-0708,CLI-0356,ART-002,2026-06-02,2026-06-05,tarde,90000,25000,65000,pagado
BOOK-0712,RES-0712,CLI-0688,ART-005,2026-06-08,2026-06-13,tarde,210000,45000,165000,pagado
BOOK-0713,RES-0713,CLI-0689,ART-006,2026-06-11,2026-06-18,tarde,240000,55000,185000,pagado
BOOK-0715,RES-0715,CLI-0690,ART-005,2026-06-05,2026-06-09,manana,60000,20000,40000,pagado
BOOK-0716,RES-0716,CLI-0691,ART-002,2026-06-08,2026-06-11,fin de semana,55000,20000,35000,pagado
BOOK-0717,RES-0717,CLI-0692,ART-002,2026-06-01,2026-06-04,tarde,80000,30000,50000,pagado
BOOK-0722,RES-0722,CLI-0696,ART-006,2026-06-09,2026-06-12,fin de semana,75000,25000,50000,abono recibido
BOOK-0724,RES-0724,CLI-0599,ART-004,2026-06-16,2026-06-26,mediodia,80000,25000,55000,pagado
BOOK-0728,RES-0728,CLI-0699,ART-005,2026-06-10,2026-06-17,tarde,250000,55000,195000,pagado
BOOK-0730,RES-0730,CLI-0701,ART-006,2026-05-25,2026-05-28,tarde,80000,30000,50000,abono recibido
BOOK-0732,RES-0732,CLI-0703,ART-001,2026-05-18,2026-05-28,mediodia,40000,15000,25000,pagado
BOOK-0735,RES-0735,CLI-0706,ART-001,2026-06-16,2026-06-26,tarde,220000,50000,170000,pagado
BOOK-0737,RES-0737,CLI-0708,ART-001,2026-06-08,2026-06-27,mediodia,175000,50000,125000,pagado
BOOK-0739,RES-0739,CLI-0710,ART-006,2026-05-13,2026-05-16,manana,260000,55000,205000,pagado
BOOK-0740,RES-0740,CLI-0711,ART-003,2026-06-14,2026-06-17,mediodia,110000,30000,80000,pagado
BOOK-0741,RES-0741,CLI-0712,ART-002,2026-05-26,2026-06-30,tarde,270000,60000,210000,abono recibido
BOOK-0746,RES-0746,CLI-0717,ART-006,2026-06-07,2026-06-19,manana,330000,70000,260000,pagado
BOOK-0749,RES-0749,CLI-0720,ART-006,2026-05-27,2026-06-10,mediodia,105000,30000,75000,pagado
BOOK-0751,RES-0751,CLI-0722,ART-004,2026-05-27,2026-05-30,fin de semana,135000,40000,95000,pagado
BOOK-0752,RES-0752,CLI-0723,ART-003,2026-05-21,2026-06-04,manana,180000,50000,130000,pagado
BOOK-0758,RES-0758,CLI-0729,ART-003,2026-06-02,2026-06-05,fin de semana,45000,15000,30000,pagado
BOOK-0760,RES-0760,CLI-0731,ART-001,2026-06-07,2026-06-10,tarde,45000,15000,30000,pagado
BOOK-0764,RES-0764,CLI-0733,ART-002,2026-05-18,2026-05-23,mediodia,105000,30000,75000,pagado
BOOK-0765,RES-0765,CLI-0734,ART-002,2026-05-24,2026-05-27,manana,50000,20000,30000,pagado
BOOK-0767,RES-0767,CLI-0736,ART-005,2026-05-25,2026-05-28,tarde,45000,15000,30000,pagado
BOOK-0768,RES-0768,CLI-0737,ART-006,2026-06-17,2026-06-24,fin de semana,105000,30000,75000,pagado
BOOK-0777,RES-0777,CLI-0745,ART-003,2026-05-20,2026-05-23,tarde,200000,45000,155000,pagado
BOOK-0780,RES-0780,CLI-0748,ART-004,2026-05-26,2026-05-29,tarde,70000,25000,45000,pagado
BOOK-0782,RES-0782,CLI-0750,ART-002,2026-05-22,2026-07-01,mediodia,285000,60000,225000,pagado
BOOK-0783,RES-0783,CLI-0751,ART-005,2026-05-31,2026-06-03,mediodia,85000,30000,55000,pagado
BOOK-0784,RES-0784,CLI-0752,ART-006,2026-05-22,2026-05-26,tarde,180000,50000,130000,abono recibido
BOOK-0785,RES-0785,CLI-0753,ART-003,2026-06-06,2026-06-12,manana,95000,30000,65000,pagado
BOOK-0786,RES-0786,CLI-0754,ART-002,2026-06-01,2026-06-06,mediodia,60000,20000,40000,pagado
BOOK-0789,RES-0789,CLI-0757,ART-004,2026-06-04,2026-06-27,fin de semana,430000,100000,330000,pagado
BOOK-0790,RES-0790,CLI-0758,ART-006,2026-06-04,2026-06-10,tarde,60000,20000,40000,abono recibido
BOOK-0795,RES-0795,CLI-0762,ART-006,2026-05-31,2026-06-11,fin de semana,160000,45000,115000,pagado
BOOK-0797,RES-0797,CLI-0443,ART-004,2026-06-11,2026-06-16,tarde,75000,25000,50000,abono recibido
BOOK-0798,RES-0798,CLI-0764,ART-005,2026-06-14,2026-06-19,mediodia,95000,25000,70000,abono recibido
BOOK-0803,RES-0803,CLI-0769,ART-002,2026-05-18,2026-05-23,tarde,140000,40000,100000,pagado
BOOK-0807,RES-0807,CLI-0773,ART-003,2026-05-20,2026-05-28,manana,45000,15000,30000,pagado
BOOK-0808,RES-0808,CLI-0575,ART-002,2026-06-10,2026-06-13,tarde,65000,25000,40000,pagado
BOOK-0811,RES-0811,CLI-0776,ART-004,2026-05-27,2026-05-30,manana,50000,20000,30000,pagado
BOOK-0816,RES-0816,CLI-0780,ART-003,2026-06-02,2026-06-05,mediodia,40000,15000,25000,pagado
BOOK-0817,RES-0817,CLI-0781,ART-004,2026-05-24,2026-05-29,fin de semana,140000,40000,100000,pagado
BOOK-0820,RES-0820,CLI-0784,ART-001,2026-06-08,2026-06-12,manana,40000,15000,25000,pagado
BOOK-0824,RES-0824,CLI-0788,ART-001,2026-06-19,2026-06-24,tarde,40000,15000,25000,pagado
BOOK-0826,RES-0826,CLI-0790,ART-003,2026-06-11,2026-06-18,manana,90000,25000,65000,pagado
BOOK-0827,RES-0827,CLI-0791,ART-005,2026-06-02,2026-06-05,mediodia,40000,15000,25000,pagado
BOOK-0832,RES-0832,CLI-0796,ART-003,2026-06-15,2026-06-18,fin de semana,40000,15000,25000,abono recibido
BOOK-0836,RES-0836,CLI-0800,ART-004,2026-06-08,2026-06-13,manana,50000,20000,30000,pagado
BOOK-0837,RES-0837,CLI-0801,ART-006,2026-05-13,2026-05-16,fin de semana,50000,20000,30000,pagado
BOOK-0846,RES-0846,CLI-0807,ART-006,2026-05-29,2026-06-11,fin de semana,135000,40000,95000,pagado
BOOK-0847,RES-0847,CLI-0563,ART-005,2026-05-17,2026-05-20,fin de semana,55000,20000,35000,pagado
BOOK-0851,RES-0851,CLI-0811,ART-004,2026-05-21,2026-05-26,mediodia,165000,45000,120000,pagado
BOOK-0853,RES-0853,CLI-0813,ART-004,2026-05-23,2026-06-04,manana,330000,75000,255000,pagado
BOOK-0854,RES-0854,CLI-0814,ART-005,2026-06-13,2026-06-20,tarde,170000,50000,120000,pagado
BOOK-0856,RES-0856,CLI-0816,ART-006,2026-05-23,2026-05-29,manana,170000,50000,120000,pagado
BOOK-0858,RES-0858,CLI-0818,ART-004,2026-05-14,2026-05-19,manana,55000,20000,35000,pagado
BOOK-0860,RES-0860,CLI-0820,ART-002,2026-05-25,2026-06-20,fin de semana,105000,30000,75000,pagado
BOOK-0869,RES-0869,CLI-0829,ART-005,2026-05-28,2026-06-03,mediodia,145000,40000,105000,pagado
BOOK-0870,RES-0870,CLI-0830,ART-001,2026-05-19,2026-05-30,manana,90000,30000,60000,pagado
BOOK-0872,RES-0872,CLI-0832,ART-004,2026-05-24,2026-05-27,tarde,55000,20000,35000,pagado
BOOK-0873,RES-0873,CLI-0764,ART-005,2026-06-15,2026-06-23,tarde,175000,50000,125000,pagado
BOOK-0874,RES-0874,CLI-0833,ART-002,2026-06-07,2026-06-11,tarde,50000,20000,30000,abono recibido
BOOK-0875,RES-0875,CLI-0113,ART-002,2026-06-05,2026-07-02,manana,270000,55000,215000,pagado
BOOK-0881,RES-0881,CLI-0839,ART-004,2026-05-20,2026-05-29,manana,90000,25000,65000,pagado
BOOK-0882,RES-0882,CLI-0840,ART-001,2026-06-05,2026-06-30,fin de semana,195000,50000,145000,pagado
BOOK-0886,RES-0886,CLI-0843,ART-004,2026-05-28,2026-06-30,tarde,345000,75000,270000,pagado
BOOK-0889,RES-0889,CLI-0565,ART-006,2026-06-09,2026-06-12,tarde,130000,40000,90000,pagado
BOOK-0891,RES-0891,CLI-0847,ART-006,2026-05-28,2026-06-25,tarde,250000,55000,195000,pagado
BOOK-0892,RES-0892,CLI-0848,ART-006,2026-06-08,2026-06-12,fin de semana,60000,20000,40000,pagado
BOOK-0895,RES-0895,CLI-0851,ART-003,2026-05-26,2026-06-02,manana,40000,15000,25000,pagado
BOOK-0897,RES-0897,CLI-0853,ART-001,2026-06-12,2026-06-19,tarde,45000,15000,30000,pagado
BOOK-0901,RES-0901,CLI-0857,ART-004,2026-05-20,2026-06-03,tarde,175000,50000,125000,pagado
BOOK-0904,RES-0904,CLI-0643,ART-002,2026-06-13,2026-06-19,fin de semana,85000,30000,55000,pagado
BOOK-0906,RES-0906,CLI-0861,ART-002,2026-06-16,2026-07-03,fin de semana,270000,60000,210000,pagado
BOOK-0908,RES-0908,CLI-0863,ART-006,2026-06-11,2026-06-26,mediodia,390000,80000,310000,pagado
BOOK-0910,RES-0910,CLI-0865,ART-001,2026-05-18,2026-07-01,fin de semana,185000,50000,135000,pagado
BOOK-0911,RES-0911,CLI-0866,ART-006,2026-06-05,2026-06-27,fin de semana,285000,55000,230000,pagado
BOOK-0912,RES-0912,CLI-0867,ART-003,2026-06-07,2026-06-10,tarde,40000,15000,25000,pagado
BOOK-0913,RES-0913,CLI-0868,ART-005,2026-05-22,2026-05-30,tarde,260000,55000,205000,pagado
BOOK-0914,RES-0914,CLI-0869,ART-004,2026-05-31,2026-07-01,fin de semana,250000,55000,195000,pagado
BOOK-0916,RES-0916,CLI-0871,ART-005,2026-05-18,2026-05-21,tarde,95000,25000,70000,pagado
BOOK-0918,RES-0918,CLI-0873,ART-006,2026-05-30,2026-06-30,tarde,275000,55000,220000,pagado
BOOK-0924,RES-0924,CLI-0878,ART-002,2026-05-15,2026-05-19,tarde,110000,30000,80000,pagado
BOOK-0926,RES-0926,CLI-0880,ART-003,2026-06-06,2026-06-10,fin de semana,60000,20000,40000,pagado
BOOK-0928,RES-0928,CLI-0881,ART-003,2026-05-24,2026-06-02,mediodia,80000,30000,50000,pagado
BOOK-0937,RES-0937,CLI-0890,ART-004,2026-05-31,2026-06-03,tarde,80000,30000,50000,abono recibido
BOOK-0938,RES-0938,CLI-0891,ART-001,2026-05-19,2026-07-02,tarde,195000,55000,140000,pagado
BOOK-0941,RES-0941,CLI-0893,ART-006,2026-05-27,2026-07-01,manana,175000,50000,125000,pagado
BOOK-0942,RES-0942,CLI-0894,ART-006,2026-05-31,2026-06-04,tarde,70000,25000,45000,pagado
BOOK-0943,RES-0943,CLI-0895,ART-001,2026-05-17,2026-07-03,manana,175000,50000,125000,abono recibido
BOOK-0944,RES-0944,CLI-0896,ART-002,2026-05-19,2026-05-27,mediodia,65000,25000,40000,pagado
BOOK-0947,RES-0947,CLI-0258,ART-003,2026-06-11,2026-07-02,tarde,250000,55000,195000,pagado
BOOK-0948,RES-0948,CLI-0899,ART-004,2026-05-18,2026-05-21,fin de semana,280000,60000,220000,pagado
BOOK-0949,RES-0949,CLI-0900,ART-005,2026-06-05,2026-06-09,fin de semana,95000,25000,70000,pagado
BOOK-0950,RES-0950,CLI-0901,ART-004,2026-05-15,2026-07-02,mediodia,185000,50000,135000,pagado
BOOK-0951,RES-0951,CLI-0902,ART-004,2026-06-06,2026-06-09,manana,40000,15000,25000,abono recibido
BOOK-0955,RES-0955,CLI-0906,ART-003,2026-05-14,2026-05-19,fin de semana,135000,40000,95000,pagado
BOOK-0957,RES-0957,CLI-0908,ART-003,2026-05-17,2026-05-20,mediodia,40000,15000,25000,pagado
BOOK-0963,RES-0963,CLI-0914,ART-006,2026-06-11,2026-06-16,mediodia,90000,25000,65000,pagado
BOOK-0968,RES-0968,CLI-0919,ART-003,2026-06-11,2026-07-03,mediodia,320000,75000,245000,pagado
BOOK-0969,RES-0969,CLI-0920,ART-002,2026-05-18,2026-05-28,fin de semana,80000,30000,50000,pagado
BOOK-0970,RES-0970,CLI-0921,ART-002,2026-06-09,2026-06-17,tarde,50000,20000,30000,pagado
BOOK-0975,RES-0975,CLI-0924,ART-004,2026-06-07,2026-07-03,manana,165000,50000,115000,pagado
BOOK-0976,RES-0976,CLI-0925,ART-004,2026-05-21,2026-06-02,fin de semana,50000,20000,30000,pagado
BOOK-0977,RES-0977,CLI-0926,ART-005,2026-06-18,2026-06-24,fin de semana,110000,30000,80000,pagado
BOOK-0978,RES-0978,CLI-0927,ART-004,2026-06-10,2026-06-17,tarde,70000,25000,45000,pagado
BOOK-0982,RES-0982,CLI-0930,ART-001,2026-05-22,2026-05-30,fin de semana,40000,15000,25000,pagado
BOOK-0984,RES-0984,CLI-0932,ART-005,2026-06-11,2026-06-16,mediodia,40000,15000,25000,abono recibido
BOOK-0987,RES-0987,CLI-0297,ART-004,2026-05-26,2026-07-03,tarde,170000,50000,120000,pagado
BOOK-0990,RES-0990,CLI-0936,ART-004,2026-05-15,2026-07-04,fin de semana,330000,70000,260000,abono recibido
BOOK-0992,RES-0992,CLI-0938,ART-004,2026-06-07,2026-06-26,tarde,110000,30000,80000,pagado
BOOK-0993,RES-0993,CLI-0939,ART-004,2026-05-17,2026-07-07,manana,300000,65000,235000,pagado
BOOK-0996,RES-0996,CLI-0942,ART-006,2026-06-10,2026-07-01,manana,175000,50000,125000,pagado
BOOK-0999,RES-0999,CLI-0945,ART-003,2026-06-07,2026-06-12,manana,45000,15000,30000,abono recibido
