pago_id,reserva_id,fecha_pago,monto_clp,tipo_pago,metodo_pago
PAY-0548,BOOK-0548,2026-06-09,70000,abono,debito
PAY-0548-SALDO,BOOK-0548,2026-06-12,255000,saldo final,debito
PAY-0549,BOOK-0549,2026-06-02,20000,abono,debito
PAY-0551,BOOK-0551,2026-05-29,50000,abono,transferencia
PAY-0551-SALDO,BOOK-0551,2026-06-06,125000,saldo final,transferencia
PAY-0552,BOOK-0552,2026-05-26,30000,abono,transferencia
PAY-0552-SALDO,BOOK-0552,2026-05-29,55000,saldo final,transferencia
PAY-0560,BOOK-0560,2026-06-18,85000,abono,credito
PAY-0560-SALDO,BOOK-0560,2026-06-25,310000,saldo final,credito
PAY-0564,BOOK-0564,2026-06-10,40000,abono,debito
PAY-0564-SALDO,BOOK-0564,2026-06-13,95000,saldo final,debito
PAY-0566,BOOK-0566,2026-06-04,50000,abono,transferencia
PAY-0571,BOOK-0571,2026-05-17,20000,abono,credito
PAY-0571-SALDO,BOOK-0571,2026-05-20,40000,saldo final,credito
PAY-0572,BOOK-0572,2026-05-31,65000,abono,credito
PAY-0572-SALDO,BOOK-0572,2026-06-04,240000,saldo final,credito
PAY-0573,BOOK-0573,2026-05-19,15000,abono,efectivo
PAY-0573-SALDO,BOOK-0573,2026-05-22,25000,saldo final,efectivo
PAY-0574,BOOK-0574,2026-06-03,30000,abono,debito
PAY-0574-SALDO,BOOK-0574,2026-06-06,85000,saldo final,debito
PAY-0578,BOOK-0578,2026-06-07,50000,abono,transferencia
PAY-0578-SALDO,BOOK-0578,2026-06-19,145000,saldo final,transferencia
PAY-0581,BOOK-0581,2026-06-09,20000,abono,transferencia
PAY-0581-SALDO,BOOK-0581,2026-06-12,45000,saldo final,transferencia
PAY-0585,BOOK-0585,2026-05-27,35000,abono,debito
PAY-0585-SALDO,BOOK-0585,2026-05-30,80000,saldo final,debito
PAY-0587,BOOK-0587,2026-05-21,15000,abono,transferencia
PAY-0587-SALDO,BOOK-0587,2026-05-27,25000,saldo final,transferencia
PAY-0588,BOOK-0588,2026-06-08,50000,abono,credito
PAY-0588-SALDO,BOOK-0588,2026-06-12,120000,saldo final,credito
PAY-0590,BOOK-0590,2026-06-10,55000,abono,debito
PAY-0592,BOOK-0592,2026-06-18,15000,abono,debito
PAY-0592-SALDO,BOOK-0592,2026-06-23,25000,saldo final,debito
PAY-0599,BOOK-0599,2026-06-14,55000,abono,efectivo
PAY-0602,BOOK-0602,2026-06-13,25000,abono,debito
PAY-0602-SALDO,BOOK-0602,2026-06-16,75000,saldo final,debito
PAY-0603,BOOK-0603,2026-05-13,30000,abono,efectivo
PAY-0603-SALDO,BOOK-0603,2026-05-16,85000,saldo final,efectivo
PAY-0608,BOOK-0608,2026-05-23,45000,abono,credito
PAY-0608-SALDO,BOOK-0608,2026-05-27,145000,saldo final,credito
PAY-0609,BOOK-0609,2026-06-16,30000,abono,debito
PAY-0609-SALDO,BOOK-0609,2026-06-19,65000,saldo final,debito
PAY-0613,BOOK-0613,2026-06-06,15000,abono,debito
PAY-0613-SALDO,BOOK-0613,2026-06-10,30000,saldo final,debito
PAY-0615,BOOK-0615,2026-06-15,30000,abono,efectivo
PAY-0615-SALDO,BOOK-0615,2026-06-18,55000,saldo final,efectivo
PAY-0616,BOOK-0616,2026-06-17,65000,abono,credito
PAY-0616-SALDO,BOOK-0616,2026-06-24,215000,saldo final,credito
PAY-0618,BOOK-0618,2026-05-27,15000,abono,transferencia
PAY-0618-SALDO,BOOK-0618,2026-06-02,30000,saldo final,transferencia
PAY-0621,BOOK-0621,2026-05-22,50000,abono,transferencia
PAY-0622,BOOK-0622,2026-05-20,35000,abono,transferencia
PAY-0622-SALDO,BOOK-0622,2026-05-23,85000,saldo final,transferencia
PAY-0623,BOOK-0623,2026-06-11,35000,abono,transferencia
PAY-0623-SALDO,BOOK-0623,2026-06-26,80000,saldo final,transferencia
PAY-0624,BOOK-0624,2026-06-05,55000,abono,transferencia
PAY-0624-SALDO,BOOK-0624,2026-06-16,195000,saldo final,transferencia
PAY-0627,BOOK-0627,2026-06-08,30000,abono,efectivo
PAY-0627-SALDO,BOOK-0627,2026-06-26,60000,saldo final,efectivo
PAY-0628,BOOK-0628,2026-05-15,50000,abono,efectivo
PAY-0631,BOOK-0631,2026-05-28,25000,abono,credito
PAY-0631-SALDO,BOOK-0631,2026-06-02,70000,saldo final,credito
PAY-0638,BOOK-0638,2026-05-19,55000,abono,credito
PAY-0639,BOOK-0639,2026-06-07,50000,abono,efectivo
PAY-0639-SALDO,BOOK-0639,2026-06-24,145000,saldo final,efectivo
PAY-0640,BOOK-0640,2026-06-02,50000,abono,efectivo
PAY-0640-SALDO,BOOK-0640,2026-06-11,130000,saldo final,efectivo
PAY-0641,BOOK-0641,2026-06-11,65000,abono,efectivo
PAY-0641-SALDO,BOOK-0641,2026-06-17,225000,saldo final,efectivo
PAY-0644,BOOK-0644,2026-05-22,15000,abono,credito
PAY-0644-SALDO,BOOK-0644,2026-05-26,25000,saldo final,credito
PAY-0650,BOOK-0650,2026-06-18,25000,abono,credito
PAY-0651,BOOK-0651,2026-05-25,45000,abono,credito
PAY-0651-SALDO,BOOK-0651,2026-05-29,185000,saldo final,credito
PAY-0652,BOOK-0652,2026-05-18,15000,abono,transferencia
PAY-0652-SALDO,BOOK-0652,2026-05-22,30000,saldo final,transferencia
PAY-0658,BOOK-0658,2026-05-28,20000,abono,debito
PAY-0658-SALDO,BOOK-0658,2026-06-02,35000,saldo final,debito
PAY-0660,BOOK-0660,2026-06-09,25000,abono,transferencia
PAY-0660-SALDO,BOOK-0660,2026-06-12,60000,saldo final,transferencia
PAY-0661,BOOK-0661,2026-06-17,15000,abono,efectivo
PAY-0661-SALDO,BOOK-0661,2026-06-20,25000,saldo final,efectivo
PAY-0663,BOOK-0663,2026-05-22,50000,abono,efectivo
PAY-0663-SALDO,BOOK-0663,2026-06-06,185000,saldo final,efectivo
PAY-0668,BOOK-0668,2026-05-17,65000,abono,debito
PAY-0669,BOOK-0669,2026-05-21,20000,abono,debito
PAY-0670,BOOK-0670,2026-05-22,15000,abono,efectivo
PAY-0672,BOOK-0672,2026-05-27,15000,abono,efectivo
PAY-0677,BOOK-0677,2026-06-18,30000,abono,credito
PAY-0677-SALDO,BOOK-0677,2026-06-23,50000,saldo final,credito
PAY-0679,BOOK-0679,2026-05-15,55000,abono,debito
PAY-0683,BOOK-0683,2026-06-02,30000,abono,transferencia
PAY-0683-SALDO,BOOK-0683,2026-06-05,50000,saldo final,transferencia
PAY-0691,BOOK-0691,2026-05-15,15000,abono,debito
PAY-0691-SALDO,BOOK-0691,2026-05-19,25000,saldo final,debito
PAY-0693,BOOK-0693,2026-06-16,30000,abono,transferencia
PAY-0695,BOOK-0695,2026-06-10,15000,abono,transferencia
PAY-0695-SALDO,BOOK-0695,2026-06-18,25000,saldo final,transferencia
PAY-0696,BOOK-0696,2026-06-01,50000,abono,debito
PAY-0697,BOOK-0697,2026-05-25,15000,abono,credito
PAY-0697-SALDO,BOOK-0697,2026-05-28,30000,saldo final,credito
PAY-0698,BOOK-0698,2026-06-10,65000,abono,efectivo
PAY-0698-SALDO,BOOK-0698,2026-06-26,245000,saldo final,efectivo
PAY-0699,BOOK-0699,2026-05-20,20000,abono,debito
PAY-0699-SALDO,BOOK-0699,2026-05-23,30000,saldo final,debito
PAY-0700,BOOK-0700,2026-06-17,45000,abono,debito
PAY-0700-SALDO,BOOK-0700,2026-06-25,170000,saldo final,debito
PAY-0704,BOOK-0704,2026-05-24,55000,abono,credito
PAY-0704-SALDO,BOOK-0704,2026-06-27,210000,saldo final,credito
PAY-0708,BOOK-0708,2026-06-02,25000,abono,transferencia
PAY-0708-SALDO,BOOK-0708,2026-06-05,65000,saldo final,transferencia
PAY-0712,BOOK-0712,2026-06-08,45000,abono,credito
PAY-0712-SALDO,BOOK-0712,2026-06-13,165000,saldo final,credito
PAY-0713,BOOK-0713,2026-06-11,55000,abono,transferencia
PAY-0713-SALDO,BOOK-0713,2026-06-18,185000,saldo final,transferencia
PAY-0715,BOOK-0715,2026-06-05,20000,abono,efectivo
PAY-0715-SALDO,BOOK-0715,2026-06-09,40000,saldo final,efectivo
PAY-0716,BOOK-0716,2026-06-08,20000,abono,credito
PAY-0716-SALDO,BOOK-0716,2026-06-11,35000,saldo final,credito
PAY-0717,BOOK-0717,2026-06-01,30000,abono,transferencia
PAY-0717-SALDO,BOOK-0717,2026-06-04,50000,saldo final,transferencia
PAY-0722,BOOK-0722,2026-06-09,25000,abono,efectivo
PAY-0724,BOOK-0724,2026-06-16,25000,abono,credito
PAY-0724-SALDO,BOOK-0724,2026-06-26,55000,saldo final,credito
PAY-0728,BOOK-0728,2026-06-10,55000,abono,debito
PAY-0728-SALDO,BOOK-0728,2026-06-17,195000,saldo final,debito
PAY-0730,BOOK-0730,2026-05-25,30000,abono,debito
PAY-0732,BOOK-0732,2026-05-18,15000,abono,transferencia
PAY-0732-SALDO,BOOK-0732,2026-05-28,25000,saldo final,transferencia
PAY-0735,BOOK-0735,2026-06-16,50000,abono,transferencia
PAY-0735-SALDO,BOOK-0735,2026-06-26,170000,saldo final,transferencia
PAY-0737,BOOK-0737,2026-06-08,50000,abono,debito
PAY-0737-SALDO,BOOK-0737,2026-06-27,125000,saldo final,debito
PAY-0739,BOOK-0739,2026-05-13,55000,abono,debito
PAY-0739-SALDO,BOOK-0739,2026-05-16,205000,saldo final,debito
PAY-0740,BOOK-0740,2026-06-14,30000,abono,transferencia
PAY-0740-SALDO,BOOK-0740,2026-06-17,80000,saldo final,transferencia
PAY-0741,BOOK-0741,2026-05-26,60000,abono,credito
PAY-0746,BOOK-0746,2026-06-07,70000,abono,efectivo
PAY-0746-SALDO,BOOK-0746,2026-06-19,260000,saldo final,efectivo
PAY-0749,BOOK-0749,2026-05-27,30000,abono,credito
PAY-0749-SALDO,BOOK-0749,2026-06-10,75000,saldo final,credito
PAY-0751,BOOK-0751,2026-05-27,40000,abono,transferencia
PAY-0751-SALDO,BOOK-0751,2026-05-30,95000,saldo final,transferencia
PAY-0752,BOOK-0752,2026-05-21,50000,abono,efectivo
PAY-0752-SALDO,BOOK-0752,2026-06-04,130000,saldo final,efectivo
PAY-0758,BOOK-0758,2026-06-02,15000,abono,efectivo
PAY-0758-SALDO,BOOK-0758,2026-06-05,30000,saldo final,efectivo
PAY-0760,BOOK-0760,2026-06-07,15000,abono,debito
PAY-0760-SALDO,BOOK-0760,2026-06-10,30000,saldo final,debito
PAY-0764,BOOK-0764,2026-05-18,30000,abono,debito
PAY-0764-SALDO,BOOK-0764,2026-05-23,75000,saldo final,debito
PAY-0765,BOOK-0765,2026-05-24,20000,abono,transferencia
PAY-0765-SALDO,BOOK-0765,2026-05-27,30000,saldo final,transferencia
PAY-0767,BOOK-0767,2026-05-25,15000,abono,debito
PAY-0767-SALDO,BOOK-0767,2026-05-28,30000,saldo final,debito
PAY-0768,BOOK-0768,2026-06-17,30000,abono,efectivo
PAY-0768-SALDO,BOOK-0768,2026-06-24,75000,saldo final,efectivo
PAY-0777,BOOK-0777,2026-05-20,45000,abono,debito
PAY-0777-SALDO,BOOK-0777,2026-05-23,155000,saldo final,debito
PAY-0780,BOOK-0780,2026-05-26,25000,abono,credito
PAY-0780-SALDO,BOOK-0780,2026-05-29,45000,saldo final,credito
PAY-0782,BOOK-0782,2026-05-22,60000,abono,transferencia
PAY-0782-SALDO,BOOK-0782,2026-07-01,225000,saldo final,transferencia
PAY-0783,BOOK-0783,2026-05-31,30000,abono,transferencia
PAY-0783-SALDO,BOOK-0783,2026-06-03,55000,saldo final,transferencia
PAY-0784,BOOK-0784,2026-05-22,50000,abono,credito
PAY-0785,BOOK-0785,2026-06-06,30000,abono,credito
PAY-0785-SALDO,BOOK-0785,2026-06-12,65000,saldo final,credito
PAY-0786,BOOK-0786,2026-06-01,20000,abono,debito
PAY-0786-SALDO,BOOK-0786,2026-06-06,40000,saldo final,debito
PAY-0789,BOOK-0789,2026-06-04,100000,abono,transferencia
PAY-0789-SALDO,BOOK-0789,2026-06-27,330000,saldo final,transferencia
PAY-0790,BOOK-0790,2026-06-04,20000,abono,efectivo
PAY-0795,BOOK-0795,2026-05-31,45000,abono,efectivo
PAY-0795-SALDO,BOOK-0795,2026-06-11,115000,saldo final,efectivo
PAY-0797,BOOK-0797,2026-06-11,25000,abono,credito
PAY-0798,BOOK-0798,2026-06-14,25000,abono,debito
PAY-0803,BOOK-0803,2026-05-18,40000,abono,debito
PAY-0803-SALDO,BOOK-0803,2026-05-23,100000,saldo final,debito
PAY-0807,BOOK-0807,2026-05-20,15000,abono,transferencia
PAY-0807-SALDO,BOOK-0807,2026-05-28,30000,saldo final,transferencia
PAY-0808,BOOK-0808,2026-06-10,25000,abono,efectivo
PAY-0808-SALDO,BOOK-0808,2026-06-13,40000,saldo final,efectivo
PAY-0811,BOOK-0811,2026-05-27,20000,abono,efectivo
PAY-0811-SALDO,BOOK-0811,2026-05-30,30000,saldo final,efectivo
PAY-0816,BOOK-0816,2026-06-02,15000,abono,transferencia
PAY-0816-SALDO,BOOK-0816,2026-06-05,25000,saldo final,transferencia
PAY-0817,BOOK-0817,2026-05-24,40000,abono,credito
PAY-0817-SALDO,BOOK-0817,2026-05-29,100000,saldo final,credito
PAY-0820,BOOK-0820,2026-06-08,15000,abono,debito
PAY-0820-SALDO,BOOK-0820,2026-06-12,25000,saldo final,debito
PAY-0824,BOOK-0824,2026-06-19,15000,abono,debito
PAY-0824-SALDO,BOOK-0824,2026-06-24,25000,saldo final,debito
PAY-0826,BOOK-0826,2026-06-11,25000,abono,debito
PAY-0826-SALDO,BOOK-0826,2026-06-18,65000,saldo final,debito
PAY-0827,BOOK-0827,2026-06-02,15000,abono,credito
PAY-0827-SALDO,BOOK-0827,2026-06-05,25000,saldo final,credito
PAY-0832,BOOK-0832,2026-06-15,15000,abono,efectivo
PAY-0836,BOOK-0836,2026-06-08,20000,abono,debito
PAY-0836-SALDO,BOOK-0836,2026-06-13,30000,saldo final,debito
PAY-0837,BOOK-0837,2026-05-13,20000,abono,credito
PAY-0837-SALDO,BOOK-0837,2026-05-16,30000,saldo final,credito
PAY-0846,BOOK-0846,2026-05-29,40000,abono,transferencia
PAY-0846-SALDO,BOOK-0846,2026-06-11,95000,saldo final,transferencia
PAY-0847,BOOK-0847,2026-05-17,20000,abono,efectivo
PAY-0847-SALDO,BOOK-0847,2026-05-20,35000,saldo final,efectivo
PAY-0851,BOOK-0851,2026-05-21,45000,abono,debito
PAY-0851-SALDO,BOOK-0851,2026-05-26,120000,saldo final,debito
PAY-0853,BOOK-0853,2026-05-23,75000,abono,efectivo
PAY-0853-SALDO,BOOK-0853,2026-06-04,255000,saldo final,efectivo
PAY-0854,BOOK-0854,2026-06-13,50000,abono,efectivo
PAY-0854-SALDO,BOOK-0854,2026-06-20,120000,saldo final,efectivo
PAY-0856,BOOK-0856,2026-05-23,50000,abono,transferencia
PAY-0856-SALDO,BOOK-0856,2026-05-29,120000,saldo final,transferencia
PAY-0858,BOOK-0858,2026-05-14,20000,abono,debito
PAY-0858-SALDO,BOOK-0858,2026-05-19,35000,saldo final,debito
PAY-0860,BOOK-0860,2026-05-25,30000,abono,debito
PAY-0860-SALDO,BOOK-0860,2026-06-20,75000,saldo final,debito
PAY-0869,BOOK-0869,2026-05-28,40000,abono,efectivo
PAY-0869-SALDO,BOOK-0869,2026-06-03,105000,saldo final,efectivo
PAY-0870,BOOK-0870,2026-05-19,30000,abono,efectivo
PAY-0870-SALDO,BOOK-0870,2026-05-30,60000,saldo final,efectivo
PAY-0872,BOOK-0872,2026-05-24,20000,abono,debito
PAY-0872-SALDO,BOOK-0872,2026-05-27,35000,saldo final,debito
PAY-0873,BOOK-0873,2026-06-15,50000,abono,transferencia
PAY-0873-SALDO,BOOK-0873,2026-06-23,125000,saldo final,transferencia
PAY-0874,BOOK-0874,2026-06-07,20000,abono,debito
PAY-0875,BOOK-0875,2026-06-05,55000,abono,debito
PAY-0875-SALDO,BOOK-0875,2026-07-02,215000,saldo final,debito
PAY-0881,BOOK-0881,2026-05-20,25000,abono,transferencia
PAY-0881-SALDO,BOOK-0881,2026-05-29,65000,saldo final,transferencia
PAY-0882,BOOK-0882,2026-06-05,50000,abono,efectivo
PAY-0882-SALDO,BOOK-0882,2026-06-30,145000,saldo final,efectivo
PAY-0886,BOOK-0886,2026-05-28,75000,abono,credito
PAY-0886-SALDO,BOOK-0886,2026-06-30,270000,saldo final,credito
PAY-0889,BOOK-0889,2026-06-09,40000,abono,efectivo
PAY-0889-SALDO,BOOK-0889,2026-06-12,90000,saldo final,efectivo
PAY-0891,BOOK-0891,2026-05-28,55000,abono,efectivo
PAY-0891-SALDO,BOOK-0891,2026-06-25,195000,saldo final,efectivo
PAY-0892,BOOK-0892,2026-06-08,20000,abono,debito
PAY-0892-SALDO,BOOK-0892,2026-06-12,40000,saldo final,debito
PAY-0895,BOOK-0895,2026-05-26,15000,abono,transferencia
PAY-0895-SALDO,BOOK-0895,2026-06-02,25000,saldo final,transferencia
PAY-0897,BOOK-0897,2026-06-12,15000,abono,debito
PAY-0897-SALDO,BOOK-0897,2026-06-19,30000,saldo final,debito
PAY-0901,BOOK-0901,2026-05-20,50000,abono,efectivo
PAY-0901-SALDO,BOOK-0901,2026-06-03,125000,saldo final,efectivo
PAY-0904,BOOK-0904,2026-06-13,30000,abono,transferencia
PAY-0904-SALDO,BOOK-0904,2026-06-19,55000,saldo final,transferencia
PAY-0906,BOOK-0906,2026-06-16,60000,abono,transferencia
PAY-0906-SALDO,BOOK-0906,2026-07-03,210000,saldo final,transferencia
PAY-0908,BOOK-0908,2026-06-11,80000,abono,debito
PAY-0908-SALDO,BOOK-0908,2026-06-26,310000,saldo final,debito
PAY-0910,BOOK-0910,2026-05-18,50000,abono,debito
PAY-0910-SALDO,BOOK-0910,2026-07-01,135000,saldo final,debito
PAY-0911,BOOK-0911,2026-06-05,55000,abono,efectivo
PAY-0911-SALDO,BOOK-0911,2026-06-27,230000,saldo final,efectivo
PAY-0912,BOOK-0912,2026-06-07,15000,abono,efectivo
PAY-0912-SALDO,BOOK-0912,2026-06-10,25000,saldo final,efectivo
PAY-0913,BOOK-0913,2026-05-22,55000,abono,debito
PAY-0913-SALDO,BOOK-0913,2026-05-30,205000,saldo final,debito
PAY-0914,BOOK-0914,2026-05-31,55000,abono,debito
PAY-0914-SALDO,BOOK-0914,2026-07-01,195000,saldo final,debito
PAY-0916,BOOK-0916,2026-05-18,25000,abono,efectivo
PAY-0916-SALDO,BOOK-0916,2026-05-21,70000,saldo final,efectivo
PAY-0918,BOOK-0918,2026-05-30,55000,abono,transferencia
PAY-0918-SALDO,BOOK-0918,2026-06-30,220000,saldo final,transferencia
PAY-0924,BOOK-0924,2026-05-15,30000,abono,efectivo
PAY-0924-SALDO,BOOK-0924,2026-05-19,80000,saldo final,efectivo
PAY-0926,BOOK-0926,2026-06-06,20000,abono,debito
PAY-0926-SALDO,BOOK-0926,2026-06-10,40000,saldo final,debito
PAY-0928,BOOK-0928,2026-05-24,30000,abono,debito
PAY-0928-SALDO,BOOK-0928,2026-06-02,50000,saldo final,debito
PAY-0937,BOOK-0937,2026-05-31,30000,abono,transferencia
PAY-0938,BOOK-0938,2026-05-19,55000,abono,efectivo
PAY-0938-SALDO,BOOK-0938,2026-07-02,140000,saldo final,efectivo
PAY-0941,BOOK-0941,2026-05-27,50000,abono,transferencia
PAY-0941-SALDO,BOOK-0941,2026-07-01,125000,saldo final,transferencia
PAY-0942,BOOK-0942,2026-05-31,25000,abono,efectivo
PAY-0942-SALDO,BOOK-0942,2026-06-04,45000,saldo final,efectivo
PAY-0943,BOOK-0943,2026-05-17,50000,abono,transferencia
PAY-0944,BOOK-0944,2026-05-19,25000,abono,debito
PAY-0944-SALDO,BOOK-0944,2026-05-27,40000,saldo final,debito
PAY-0947,BOOK-0947,2026-06-11,55000,abono,transferencia
PAY-0947-SALDO,BOOK-0947,2026-07-02,195000,saldo final,transferencia
PAY-0948,BOOK-0948,2026-05-18,60000,abono,credito
PAY-0948-SALDO,BOOK-0948,2026-05-21,220000,saldo final,credito
PAY-0949,BOOK-0949,2026-06-05,25000,abono,credito
PAY-0949-SALDO,BOOK-0949,2026-06-09,70000,saldo final,credito
PAY-0950,BOOK-0950,2026-05-15,50000,abono,credito
PAY-0950-SALDO,BOOK-0950,2026-07-02,135000,saldo final,credito
PAY-0951,BOOK-0951,2026-06-06,15000,abono,efectivo
PAY-0955,BOOK-0955,2026-05-14,40000,abono,transferencia
PAY-0955-SALDO,BOOK-0955,2026-05-19,95000,saldo final,transferencia
PAY-0957,BOOK-0957,2026-05-17,15000,abono,credito
PAY-0957-SALDO,BOOK-0957,2026-05-20,25000,saldo final,credito
PAY-0963,BOOK-0963,2026-06-11,25000,abono,credito
PAY-0963-SALDO,BOOK-0963,2026-06-16,65000,saldo final,credito
PAY-0968,BOOK-0968,2026-06-11,75000,abono,debito
PAY-0968-SALDO,BOOK-0968,2026-07-03,245000,saldo final,debito
PAY-0969,BOOK-0969,2026-05-18,30000,abono,efectivo
PAY-0969-SALDO,BOOK-0969,2026-05-28,50000,saldo final,efectivo
PAY-0970,BOOK-0970,2026-06-09,20000,abono,debito
PAY-0970-SALDO,BOOK-0970,2026-06-17,30000,saldo final,debito
PAY-0975,BOOK-0975,2026-06-07,50000,abono,efectivo
PAY-0975-SALDO,BOOK-0975,2026-07-03,115000,saldo final,efectivo
PAY-0976,BOOK-0976,2026-05-21,20000,abono,credito
PAY-0976-SALDO,BOOK-0976,2026-06-02,30000,saldo final,credito
PAY-0977,BOOK-0977,2026-06-18,30000,abono,transferencia
PAY-0977-SALDO,BOOK-0977,2026-06-24,80000,saldo final,transferencia
PAY-0978,BOOK-0978,2026-06-10,25000,abono,credito
PAY-0978-SALDO,BOOK-0978,2026-06-17,45000,saldo final,credito
PAY-0982,BOOK-0982,2026-05-22,15000,abono,efectivo
PAY-0982-SALDO,BOOK-0982,2026-05-30,25000,saldo final,efectivo
PAY-0984,BOOK-0984,2026-06-11,15000,abono,efectivo
PAY-0987,BOOK-0987,2026-05-26,50000,abono,debito
PAY-0987-SALDO,BOOK-0987,2026-07-03,120000,saldo final,debito
PAY-0990,BOOK-0990,2026-05-15,70000,abono,credito
PAY-0992,BOOK-0992,2026-06-07,30000,abono,debito
PAY-0992-SALDO,BOOK-0992,2026-06-26,80000,saldo final,debito
PAY-0993,BOOK-0993,2026-05-17,65000,abono,debito
PAY-0993-SALDO,BOOK-0993,2026-07-07,235000,saldo final,debito
PAY-0996,BOOK-0996,2026-06-10,50000,abono,efectivo
PAY-0996-SALDO,BOOK-0996,2026-07-01,125000,saldo final,efectivo
PAY-0999,BOOK-0999,2026-06-07,15000,abono,transferencia
